Facility Code,Facility Name,Health Facility Type,Ownership Major Classification,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Latitude,Longitude
DOH000000000036778,SAN FELIPE WEST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,SAN FELIPE WEST,0105536025,16.111258,120.704258
DOH000000000036777,SALPAD BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,SALPAD,0105536023,16.093708,120.773674
DOH000000000036775,POBLACION EAST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,POBLACION EAST,0105536020,16.072752,120.763877
DOH000000000036774,NAGKAYSA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,NAGKAYSA,0105536018,16.064636,120.761204
DOH000000000036773,CASANICOLASAN BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CASANICOLASAN,0105531012,15.92385,120.65535
DOH000000000036772,CASARATAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CASARATAN,0105536010,16.064955,120.755125
DOH000000000036771,NINING BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,NINING,0105536019,16.057607,120.782673
DOH000000000003677,BUENLAG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,BUENLAG,0105513008,16.048748,120.290028
DOH000000000036769,LUNGAO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,LUNGAO,0105536015,16.08502,120.755656
DOH000000000036767,DALUMPINAS BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,DALUMPINAS,0105536011,16.10625,120.761778
DOH000000000036766,CAMINDOROAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CAMINDOROAN,0105536009,16.088852,120.721374
DOH000000000036765,CAMANGGAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CAMANGGAAN,0105536008,16.081362,120.742457
DOH000000000036764,CALAOCAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CALAOCAN,0105536007,16.079681,120.777894
DOH000000000036763,CALANUTIAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CALANUTIAN,0105536006,16.100003,120.730168
DOH000000000036762,CACABUGAOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CACABUGAOAN,0105536005,16.10496,120.831298
DOH000000000036761,CABULOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CABOLOAN,0105536003,16.074551,120.727055
DOH000000000036760,CABITNONGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,CABITNONGAN,0105536002,16.077373,120.7702
DOH000000000036759,SAPA GRANDE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BURGOS,010551600,SAPA GRANDE,0105516013,16.078711,119.860073
DOH000000000036757,MANTACDANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,MANTACDANG,0105544037,15.948698,120.771793
DOH000000000036754,BATENG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,BATENG,0105526007,16.088073,120.374575
DOH000000000036753,BANAOANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,BANAOANG,0105526004,16.056933,120.40616
DOH000000000036752,BUENLAG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,BUENLAG,0105526008,16.047941,120.408873
DOH000000000036751,GUESANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,GUESANG,0105526012,16.045996,120.434736
DOH000000000036750,ALITAYA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,ALITAYA,0105526001,16.033041,120.395659
DOH000000000036749,GUILIG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,GUILIG,0105526014,16.067153,120.395051
DOH000000000036748,LABRADOR RHU- BIRTHING HOME,Birthing Home,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,LABRADOR,010552100,POBLACION,0105521006,16.0260372,120.1471939
DOH000000000036747,RIZAL BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,RIZAL,0105531019,15.919031,120.634852
DOH000000000036746,CARMAY WEST BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CARMAY WEST,0105531008,15.904988,120.627354
DOH000000000036745,BAKIT-BAKIT BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,BAKITBAKIT,0105531002,15.896025,120.654931
DOH000000000036744,BALINCANAWAY BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,BALINGCANAWAY,0105531003,15.886583,120.65776
DOH000000000036743,TOKETEC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,TOKETEC,0105543022,16.007017,120.754315
DOH000000000036742,ZAMORA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,ZAMORA,0105543024,15.9922,120.769551
DOH000000000036741,CALANUTAN BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CALANUTAN,0105531014,15.859741,120.652002
DOH000000000036740,TRENCHERA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,TRENCHERA,0105543023,16.025356,120.758284
DOH000000000036739,SANTO DOMINGO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,SANTO DOMINGO,0105543020,15.992227,120.732118
DOH000000000036738,LIBERTAD BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,LIBERTAD,0105543010,16.018522,120.75815
DOH000000000036736,GUZON BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,GUZON,0105543007,16.024057,120.711104
DOH000000000036735,BARANGOBONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,BARANGOBONG,0105543003,15.992429,120.714222
DOH000000000036734,CARMEN WEST BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CARMEN WEST,0105531010,15.870855,120.598633
DOH000000000036733,AMISTAD BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,AMISTAD,0105543002,16.0329,120.729096
DOH000000000036732,EVANGELISTA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,EVANGELISTA,0105543006,15.999028,120.739988
DOH000000000036731,DON ANTONIO VILLAGE BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,DON ANTONIO VILLAGE,0105531036,15.893224,120.629197
DOH000000000036730,ZONE V POBLACION BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,ZONE V (POB.),0105531039,15.892335,120.635748
DOH000000000036729,ZONE II POBLACION BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,ZONE II (POB.),0105531037,15.892178,120.631249
DOH000000000036728,C. LICHAUCO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,C. LICHAUCO,0105543005,15.982111,120.762403
DOH000000000036727,POBLACION D BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,BARANGAY D (POB.),0105543017,16.023493,120.743145
DOH000000000036726,SAN ISIDRO BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,SAN ISIDRO,0105531023,15.827049,120.62186
DOH000000000036725,COLILING BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,COLILING,0105531013,15.857174,120.612031
DOH000000000036723,POBLACION B BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,BARANGAY B (POB.),0105543015,16.024731,120.74757
DOH000000000036722,POBLACION A BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,TAYUG,0105543000,BARANGAY A (POB.),0105543014,16.0286,120.748009
DOH000000000036708,POBLACION EAST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,POBLACION EAST,0105544046,15.927079,120.843181
DOH000000000036707,TANGGAL SAWANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,TANGGAL SAWANG,0105544059,15.943223,120.758644
DOH000000000036706,SAN ANDRES BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,SAN ANDRES,0105544051,15.89845,120.740684
DOH000000000036704,LABUAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,LABUAN,0105544032,15.937478,120.739767
DOH000000000036703,CASILAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,CASILAN,0105544018,15.889497,120.765369
DOH000000000036702,CABARUAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,CABARUAN,0105544011,15.902306,120.75106
DOH000000000036570,SAN BLAS BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,SAN BLAS,0105547018,15.908289,120.602175
DOH000000000036568,PIAZ BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,PIAZ,0105547011,15.933408,120.621574
DOH000000000036561,LABIT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,LABIT,0105547008,15.930025,120.542102
DOH000000000036558,LAPAZ BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,LA PAZ,0105547007,15.92862,120.516308
DOH000000000036556,AMAMPEREZ BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,AMAMPEREZ,0105547001,15.872501,120.533719
DOH000000000036555,TOMBOD BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,TOMBOD,0105547020,15.926033,120.561766
DOH000000000036535,SAN NICOLAS BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,SAN NICOLAS,0105547019,15.911551,120.58613
DOH000000000036492,SISON RURAL HEALTH UNIT II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,BULAOEN EAST,0105541010,16.174992,120.512143
DOH000000000036490,TARA TARA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,TARA-TARA,0105541029,16.1507492,120.4851227
DOH000000000036489,POBLACION SUR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,POBLACION SUR,0105541026,16.1670895,120.5129623
DOH000000000036488,POBLACION NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,SISON,010554100,POBLACION NORTE,0105541025,16.1793785,120.5078812
DOH000000000036487,PINMILAPIL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,PINMILAPIL,0105541023,16.2001991,120.4693756
DOH000000000036486,PINDANGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,PINDANGAN,0105541022,16.1770878,120.4811707
DOH000000000036484,INMALOG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,INMALOG,0105541028,16.1847305,120.5723877
DOH000000000036483,DUNGON BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,DUNGON,0105541016,16.2217636,120.5231476
DOH000000000036481,CAMANGAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,CAMANGAAN,0105541014,16.1558895,120.500145
DOH000000000036480,CABARITAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,CABARITAN,0105541012,16.1863995,120.490242
DOH000000000036479,BULAOEN WEST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,BULAOEN WEST,0105541011,16.1750889,120.4726105
DOH000000000036476,BILA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,BILA,0105541008,16.1706314,120.528717
DOH000000000036473,ASAN NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,ASAN NORTE,0105541005,16.1833916,120.5269928
DOH000000000036471,ARTACHO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,ARTACHO,0105541004,16.1946125,120.5131607
DOH000000000036470,ALIBENG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,ALIBENG,0105541002,16.1231289,120.6151047
DOH000000000036465,AGAT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,AGAT,0105541001,16.2073212,120.5141678
DOH000000000003644,BINDAY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN FABIAN,0105533000,BINDAY,0105533007,16.122572,120.454783
DOH000000000036400,MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,MAGSAYSAY,0105519008,15.989611,119.856709
DOH000000000036399,ULI BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,ULI,0105519018,15.955438,119.804049
DOH000000000036328,AMALBALAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,AMALBALAN,0105519002,15.961976,119.878109
DOH000000000036327,OSMEÑA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,DASOL,010551900,OSME?A,0105519012,15.931262,119.796541
DOH000000000036326,SAN VICENTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,SAN VICENTE,0105519015,15.979242,119.900428
DOH000000000036325,MACALANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,MACALANG,0105519007,15.904207,119.94877
DOH000000000036324,MALACAPAS BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,MALACAPAS,0105519010,15.97642,119.83685
DOH000000000036296,CATO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,INFANTA,0105520000,CATO,0105520005,15.843649,119.91695
DOH000000000036270,TULNAC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,TULNAC,0105530033,16.1028175,120.5218658
DOH000000000036269,TALOGTOG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,TALOGTOG,0105530032,16.1016464,120.5417862
DOH000000000036268,SUGCONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,SUGCONG,0105530031,16.1464863,120.5524063
DOH000000000036267,POBLACION 4 BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,POBLACION IV,0105530029,16.1081066,120.54673
DOH000000000036266,POBLACION 3 BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,POBLACION III,0105530028,16.1117363,120.5466461
DOH000000000036265,POBLACION 2 BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,POBLACION II,0105530027,16.1078911,120.5385284
DOH000000000036246,MAAMBAL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,MAAMBAL,0105530018,16.0855522,120.4921875
DOH000000000036231,LAOAC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,LAOAC,0105530017,16.1361275,120.5125046
DOH000000000036229,INOMAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,INOMAN,0105530016,16.1425076,120.5386124
DOH000000000036221,IMBALBALATONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,IMBALBALATONG,0105530015,16.1199589,120.5546417
DOH000000000036214,HAWAY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,HAWAY,0105530014,16.1012249,120.4932175
DOH000000000036209,DILAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,DILAN,0105530012,16.0813732,120.5228958
DOH000000000036207,CASTAÑO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,CASTA?O,0105530011,16.1009827,120.5047531
DOH000000000036179,BAYAMBANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,INFANTA,0105520000,BAYAMBANG,0105520004,15.87752,119.911412
DOH000000000036177,NANGALISAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,INFANTA,0105520000,NANGALISAN,0105520009,15.814751,119.94018
DOH000000000036174,DOLIMAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,INFANTA,0105520000,DOLIMAN,0105520006,15.822067,119.983814
DOH000000000036144,CASANFERNANDOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,CASANFERNANDOAN,0105530035,16.1145401,120.4893494
DOH000000000036141,CABLONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,CABLONG,0105530010,16.1179638,120.542305
DOH000000000036139,BUNEG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,BUNEG,0105530009,16.1188641,120.5662766
DOH000000000036138,BOBONAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,BOBONAN,0105530008,16.1325607,120.5261993
DOH000000000036137,BANTUGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,BANTUGAN,0105530006,16.0913658,120.5091019
DOH000000000036079,VACANTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,VACANTE,0105512026,16.0750256,120.5704269
DOH000000000036078,TABUYOC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,TABUYOC,0105512025,16.0131283,120.5898209
DOH000000000036077,SANTO NIÑO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,SANTO NI?O,0105512023,16.0540504,120.5931015
DOH000000000036076,SANTIAGO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,SANTIAGO,0105512022,16.036005,120.5712662
DOH000000000036075,SANTA CATALINA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,SANTA CATALINA,0105512020,16.0912533,120.6113663
DOH000000000036073,SAN PABLO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,SAN PABLO,0105512019,16.0182095,120.6082764
DOH000000000036072,SAN FELIPE SUR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,SAN FELIPE SUR,0105512017,16.0443554,120.6078033
DOH000000000036071,PASILENG SUR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,PASILENG SUR,0105512014,16.0309658,120.6038742
DOH000000000036070,MANGCASUY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,MANGCASUY,0105512011,16.0699959,120.6105118
DOH000000000036069,DUMAYAT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,DUMAYAT,0105512008,16.0622635,120.5721054
DOH000000000036068,CANARVACANAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,CANARVACANAN,0105512005,16.0525398,120.5844421
DOH000000000036066,CAMANGAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,CAMANGAAN,0105512004,16.088026,120.5911636
DOH000000000036064,BUED BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,BUED,0105512002,16.0375996,120.5841599
DOH000000000036063,BALACAG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,BALACAG,0105530003,16.1304359,120.4914322
DOH000000000036062,CABARITAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN MANUEL,0105535000,CABARITAN,0105535004,16.048745,120.65283
